64621.259,,,"COGENS CHECK: filosofie: cogens vervullen eigen e-behoefte en exporteren elektric naar grid",,,,,,,
"Current grids",,,,,,,,"COGENS",,
,,,,,,,,"C4",,
"A","380 kV electricity grid TenneT",,,,,,,"C14",,
"B","150 kV electricity grid TenneT",,,,,,,"C15",,
"C","66/23/20/10 kV grid Stedin",,,,,,,"C23",,
"D","Natural gas grid GTS",,,,,,,"C29","enecal, voedt meteen in op substation TenneT150",
"E","H2 grid Air Products",,,,,,,"C30","eurogen, voedt meteen in op substation TenneT150",
"F","H2 grid Air Liquide","gtsgrid1a","gtsgrid2b",,,,,"C36","Air Products WKC, voedt meteen in op TenneT150",
"G","Steam grid Uniper (Maasvlakte)","gtsgrid1b","gtsgrid2c",,,,,"C37",,
"H","Steam grid Air Liquide (Botlek)",,"gtsgrid2d",,,,,"C44","Cogen Nouryon voedt brine electrolyzer (C46) Nouryon",
"I","Steam grid Stedin (Botlek)",,,,,,,"C52","Cogen voedt alleen aan Exxon ref",
"J","Heat grid (warmte alliantie)",,,,,,,"C63","Pergen voedt Shell, overschot aan TenneT",
,,,,,,,,"C64","Pergen voedt Shell, overschot aan TenneT",
,,,,,,,,,,
,,,,,,,,,,
"Line ID unique [string]","From – conversion asset – unique [sting] (Market/Environment  are also possible)","To – conversion asset – unique [sting]","Feedstock carried","Maximum capacity link [MW]","Owner","CAPEX","Status","Linelengths_km","demand/production","InvestID_electricity"
"380kVgrid3","TenneT380Simonsh_line","TenneT380Krimpen_line","Electricity",2900,"TenneT","UNDEF","Existing",58,0,
"TenneT380Simonsh_lineTenneT380Simonsh_trans","TenneT380Simonsh_line","TenneT380Simonsh_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"150kVgrid2","TenneT380Simonsh_trans","TenneT150Botl_gen","Electricity",500,"TenneT","UNDEF","Existing",4,0,
"380kVgrid4","TenneT380Bleiswijk_line","TenneT380Krimpen_line","Electricity",2900,"TenneT","UNDEF","Existing",18,0,
"TenneT380Krimpen_lineTenneT380Krimpen_transInternalElectricity","TenneT380Krimpen_line","TenneT380Krimpen_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"150kVgrid3","TenneT380Krimpen_trans","TenneT150Waalh_gen","Electricity",500,"TenneT","UNDEF","Existing",1,0,
"S5TenneT380restNL_lineInternalElectricity","S5","TenneT380restNL_line","Electricity",40000,"TenneT","UNDEF","Existing",100000,0,
"380kVgrid5","TenneT380restNL_line","TenneT380Bleiswijk_line","Electricity",880,"TenneT","UNDEF","Existing",100,0,
"380kVgrid6","TenneT380restNL_line","TenneT380Krimpen_line","Electricity",880,"TenneT","UNDEF","Existing",50,0,
"c4TenneT150MV_genInternalElectricity","C4","TenneT150MV_gen","Electricity",50,"TenneT","UNDEF","Existing",100000,0,
"TenneT150MV_genTenneT150MV_lineInternalElectricity","TenneT150MV_gen","TenneT150MV_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150MV_genTenneT150MV_transInternalElectricity","TenneT150MV_gen","TenneT150MV_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150MV_lineTenneT150MV_transInternalElectricity","TenneT150MV_line","TenneT150MV_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"150kVgrid4","TenneT150MV_line","TenneT150Eur_line","Electricity",330,"TenneT","UNDEF","Existing",12,0,
"TenneT150MV_lineTenneT150MV_transInternalElectricity","TenneT150MV_line","TenneT150MV_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150MV_genTenneT150MV_transInternalElectricity","TenneT150MV_gen","TenneT150MV_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150MV_transStedinMVInternalElectricity","TenneT150MV_trans","StedinMV","Electricity",240,"TenneT","UNDEF","Existing",100000,0,
"150kVgrid5","TenneT150Eur_line","TenneT150Botl_line","Electricity",330,"TenneT","UNDEF","Existing",18,0,
"TenneT150Eur_lineTenneT150Eur_transInternalElectricity","TenneT150Eur_line","TenneT150Eur_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Eur_transStedinEurInternalElectricity","TenneT150Eur_trans","StedinEur","Electricity",240,"TenneT","UNDEF","Existing",100000,0,
"c44TenneT150Botl_genInternalElectricity","C44","TenneT150Botl_gen","Electricity",28,"TenneT","UNDEF","Existing",100000,0,
"c46TenneT150Botl_custInternalElectricity","C46","TenneT150Botl_cust","Electricity",283,"TenneT","UNDEF","Existing",100000,0,
"c52TenneT150Botl_genInternalElectricity","C52","TenneT150Botl_gen","Electricity",74,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Botl_genTenneT150Botl_lineInternalElectricity","TenneT150Botl_gen","TenneT150Botl_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Botl_genTenneT150Botl_transInternalElectricity","TenneT150Botl_gen","TenneT150Botl_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"150kVgrid6","TenneT150Botl_line","TenneT150Mersey_line","Electricity",99,"TenneT","UNDEF","Existing",4,0,
"150kVgrid7","TenneT150Botl_line","TenneT150Theems_line","Electricity",99,"TenneT","UNDEF","Existing",4,0,
"150kVgrid8","TenneT150Botl_line","TenneT150Gerbrand_line","Electricity",99,"TenneT","UNDEF","Existing",7,0,
"TenneT150Botl_genTenneT150Botl_transInternalElectricity","TenneT150Botl_gen","TenneT150Botl_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Botl_lineTenneT150Botl_transInternalElectricity","TenneT150Botl_line","TenneT150Botl_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Botl_transStedinBotlInternalElectricity","TenneT150Botl_trans","StedinBotl","Electricity",240,"TenneT","UNDEF","Existing",100000,0,
"c29TenneT150Mersey_genInternalElectricity","C29","TenneT150Mersey_gen","Electricity",60,"TenneT","UNDEF","Existing",100000,0,
"c30TenneT150Mersey_genInternalElectricity","C30","TenneT150Mersey_gen","Electricity",111,"TenneT","UNDEF","Existing",100000,0,
"c36TenneT150Mersey_genInternalElectricity","C36","TenneT150Mersey_gen","Electricity",121,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Mersey_genTenneT150Mersey_lineInternalElectricity","TenneT150Mersey_gen","TenneT150Mersey_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Mersey_lineTenneT150Mersey_transInternalElectricity","TenneT150Mersey_line","TenneT150Mersey_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Mersey_transBotA_MerseyHuntsmanInternalElectricity","TenneT150Mersey_trans","BotA_MerseyHuntsman","Electricity",240,"TenneT","UNDEF","Existing",1,0,
"c37TenneT150Theems_genInternalElectricity","C37","TenneT150Theems_gen","Electricity",70,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Theems_genTenneT150Theems_lineInternalElectricity","TenneT150Theems_gen","TenneT150Theems_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Theems_genTenneT150Theems_transInternalElectricity","TenneT150Theems_gen","TenneT150Theems_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Theems_lineTenneT150Theems_transInternalElectricity","TenneT150Theems_line","TenneT150Theems_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Theems_transStedinTheemsInternalElectricity","TenneT150Theems_trans","StedinTheems","Electricity",240,"TenneT","UNDEF","Existing",100000,0,
"c38TenneT150Gerbrand_genInternalElectricity","C38","TenneT150Gerbrand_gen","Electricity",130,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Gerbrand_genTenneT150Gerbrand_lineInternalElectricity","TenneT150Gerbrand_gen","TenneT150Gerbrand_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Gerbrand_genTenneT150Gerbrand_transInternalElectricity","TenneT150Gerbrand_gen","TenneT150Gerbrand_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Gerbrand_lineTenneT150Gerbrand_transInternalElectricity","TenneT150Gerbrand_line","TenneT150Gerbrand_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Gerbrand_genTenneT150Gerbrand_transInternalElectricity","TenneT150Gerbrand_gen","TenneT150Gerbrand_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Gerbrand_transStedinGerbrandInternalElectricity","TenneT150Gerbrand_trans","StedinGerbrand","Electricity",240,"TenneT","UNDEF","Existing",100000,0,
"c61TenneT150Waalh_genInternalElectricity","C61","TenneT150Waalh_gen","Electricity",535,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Waalh_genTenneT150Waalh_lineInternalElectricity","TenneT150Waalh_gen","TenneT150Waalh_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"150kVgrid9","TenneT150Waalh_line","TenneT150Vondel_line","Electricity",83,"TenneT","UNDEF","Existing",10,0,
"c65TenneT150Vondel_genInternalElectricity","C65","TenneT150Vondel_gen","Electricity",225,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Vondel_genTenneT150Vondel_lineInternalElectricity","TenneT150Vondel_gen","TenneT150Vondel_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Vondel_genTenneT150Vondel_transInternalElectricity","TenneT150Vondel_gen","TenneT150Vondel_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Vondel_lineTenneT150Vondel_transInternalElectricity","TenneT150Vondel_line","TenneT150Vondel_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Vondel_transStedinVondelInternalElectricity","TenneT150Vondel_trans","StedinVondel","Electricity",240,"TenneT","UNDEF","Existing",100000,0,
"c63TenneT150Geervl_genInternalElectricity","C63","TenneT150Geervl_gen","Electricity",288,"TenneT","UNDEF","Existing",100000,0,
"c64TenneT150Geervl_genInternalElectricity","C64","TenneT150Geervl_gen","Electricity",83,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Geervl_genTenneT150Geervl_lineInternalElectricity","TenneT150Geervl_gen","TenneT150Geervl_line","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"150kVgrid10","TenneT150Geervl_line","TenneT150Waalh_line","Electricity",151,"TenneT","UNDEF","Existing",13,0,
"GTS1dd37InternalGas","GTS1d","D37","Natgas",500,"GTS","UNDEF","Existing",100000,0,
"S2TenneT380MV_genInternalElectricity","S2","TenneT380MV_gen","Electricity",1400,"TenneT","UNDEF","Existing",100000,0,
"S3TenneT380Simonsh_genInternalElectricity","S3","TenneT380Simonsh_gen","Electricity",0,"TenneT","UNDEF","Existing",100000,0,
"StedinMVd38InternalElectricity","StedinMV","D38","Electricity",275,"Stedin","UNDEF","Existing",100000,0,
"StedinEurd39InternalElectricity","StedinEur","D39","Electricity",327,"Stedin","UNDEF","Existing",100000,0,
"StedinBotld40InternalElectricity","StedinBotl","D40","Electricity",288,"Stedin","UNDEF","Existing",100000,0,
"StedinTheemsd41InternalElectricity","StedinTheems","D41","Electricity",288,"Stedin","UNDEF","Existing",100000,0,
"StedinGerbrandd42InternalElectricity","StedinGerbrand","D42","Electricity",290,"Stedin","UNDEF","Existing",100000,0,
"StedinVondeld43InternalElectricity","StedinVondel","D43","Electricity",196,"Stedin","UNDEF","Existing",100000,0,
"TenneT150Eur_lineTenneT150Eur_custInternalElectricity","TenneT150Eur_line","TenneT150Eur_cust","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Eur_custd4InternalElectricity","TenneT150Eur_cust","D4","Electricity",144,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Botl_genTenneT150Botl_custInternalElectricity","TenneT150Botl_gen","TenneT150Botl_cust","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Botl_lineTenneT150Botl_transInternalElectricity","TenneT150Botl_line","TenneT150Botl_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Botl_lineTenneT150Botl_custInternalElectricity","TenneT150Botl_line","TenneT150Botl_cust","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Botl_custd24InternalElectricity","TenneT150Botl_cust","D24","Electricity",13,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Botl_custd25InternalElectricity","TenneT150Botl_cust","D25","Electricity",13,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Botl_custd26InternalElectricity","TenneT150Botl_cust","D26","Electricity",129,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Botl_genTenneT150Botl_custInternalElectricity","TenneT150Botl_gen","TenneT150Botl_cust","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Botl_lineTenneT150Botl_custInternalElectricity","TenneT150Botl_line","TenneT150Botl_cust","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Mersey_genTenneT150Mersey_transInternalElectricity","TenneT150Mersey_gen","TenneT150Mersey_trans","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"Coalsupplyc3InternalCoal","Coalsupply","C3","Coal",2391,"Uniper","UNDEF","Existing",100000,0,
"Coalsupplyc6InternalCoal","Coalsupply","C6","Coal",1739,"Engie","UNDEF","Existing",100000,0,
"Refgassupplyc8InternalRefgas","Refgassupply","C8","Refgas",566,"BP","UNDEF","Existing",100000,0,
"Refgassupplyc11InternalRefgas","Refgassupply","C11","Refgas",327,"BP","UNDEF","Existing",100000,0,
"Refgassupplyc18InternalRefgas","Refgassupply","C18","Refgas",90,"Gunvor","UNDEF","Existing",100000,0,
"Refgassupplyc21InternalRefgas","Refgassupply","C21","Refgas",105,"Gunvor","UNDEF","Existing",100000,0,
"Refgassupplyc49InternalRefgas","Refgassupply","C49","Refgas",71,"Exxonmobil","UNDEF","Existing",100000,0,
"Refgassupplyc50InternalRefgas","Refgassupply","C50","Refgas",231,"Exxonmobil","UNDEF","Existing",100000,0,
"Refgassupplyc51InternalRefgas","Refgassupply","C51","Refgas",838,"Exxonmobil","UNDEF","Existing",100000,0,
"Refgassupplyc52InternalRefgas","Refgassupply","C52","Refgas",192,"Exxonmobil","UNDEF","Existing",100000,0,
"Refgassupplyc63InternalRefgas","Refgassupply","C63","Refgas",699,"Air Products (Pergen)","UNDEF","Existing",100000,0,
"Refgassupplyc67InternalRefgas","Refgassupply","C67","Refgas",129,"Shell","UNDEF","Existing",100000,0,
"Refgassupplyc70InternalRefgas","Refgassupply","C70","Refgas",92,"Shell","UNDEF","Existing",100000,0,
"Refgassupplyc73InternalRefgas","Refgassupply","C73","Refgas",680,"Shell","UNDEF","Existing",100000,0,
"S4TenneT380MV_line","S4","TenneT380MV_line","Electricity",1000,"TenneT","UNDEF","Existing",100000,0,
"c38d44InternalLtheat","C38","D44","Ltheat",224,"AVR","UNDEF","Existing",100000,0,
"TenneT150Geervl_custd45InternalElectricity","TenneT150Geervl_cust","D45","Electricity",375,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Waalh_custd46InternalElectricity","TenneT150Waalh_cust","D46","Electricity",750,"TenneT","UNDEF","Existing",100000,0,
"TenneT150Geervl_lineTenneT150Geervl_custInternalElectricity","TenneT150Geervl_line","TenneT150Geervl_cust","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"TenneT150Waalh_lineTenneT150Waalh_custInternalElectricity","TenneT150Waalh_line","TenneT150Waalh_cust","Electricity",40000,"TenneT","UNDEF","Existing",1,0,
"BotA_MerseyHuntsmand47InternalElectricity","BotA_MerseyHuntsman","D47","Electricity",250,"Stedin","UNDEF","Existing",100000,0,
